month,district,source,text,created_at,sentiment_score,category
2025-12,colombo,youtube,"Ok bro you got it ,please don’t come again 😂🙏🏿",2025-12-02T19:38:48Z,0.46693136269645863,neutral
2025-12,colombo,youtube,Come to kandy,2025-12-02T11:28:18Z,0.9307338286607705,positive
2025-12,colombo,youtube,"Thank you for visiting my beautiful country called Ceylon (Pearl of the Indian Ocean)🇱🇰<br>Yes as you said my motherland is realy calm and peaceful. People are very friendly with much of hospitality. Not only that the country is very clean as well as you can drink tap water freely in anywhere because it’s super clean and fresh. Furthermore about the food, that’s also super clean and cheap. You can taste the local taste and it’s a heaven. So if anyone visit Sri Lanka at least once, definitely my mother land will be your remarkable place🙏🏻💛",2025-12-01T05:59:50Z,0.928027745642011,positive
2025-12,colombo,youtube,thank you very much your presentations in our country sri lanka. welcome back .god bless both of you.,2025-12-21T16:22:15Z,0.725724671610382,positive
2025-12,colombo,youtube,💕💕 Love from &#39;Sri Lanka&#39; 💕💕,2025-12-20T15:16:10Z,0.8823492006158213,positive
2025-12,colombo,youtube,This is awesome! I felt like watching a documentary!!! Great job M&amp;A ❤‍🔥,2025-12-20T13:27:21Z,0.9414900256616217,positive
2025-12,colombo,youtube,Bro..Try Cheese Kotthu next time &amp; thanks me later..but be sure it&#39;s a good restuarant..otherwise this meal will your worst nightmare 🙊,2025-12-20T04:08:19Z,0.43185891222884165,neutral
2025-12,colombo,youtube,hello..you are amazing❤😊,2025-12-17T11:27:48Z,0.8751364890730737,positive
2025-12,colombo,youtube,"<a href=""https://www.youtube.com/watch?v=HdU4_Qb6kHE&amp;t=585"">9:45</a> its sad to see behaviors like this from local people..you dont have to pay thrm..they get a salary for what they are doing...a tip is okay.but they cant ask for money...as a sri lankan I apologize for this..🙏<br>Anyway... welcome to the paradise island - the land of smiles❤❤",2025-12-16T09:02:30Z,0.25389594899057333,negative
2025-12,galle,youtube,"Your presence makes Galle more beautiful than ever. Please visit again &amp; again, we are awaiting.",2025-12-19T01:54:52Z,0.9288540731257207,positive
2025-12,galle,youtube,"I came across your channel yesterday only and your first video that i watched was Baglamukhi Temple <a href=""http://tour.it/"">tour.It</a> was <a href=""http://nice.next/"">nice.Next</a> one was Colombo starting with temple in the morning followed by Galle video.I really like the way you cover areas in all all respects including local culture mainly.Speed of the videos is perfect.Thank You",2025-12-08T07:36:12Z,0.9967730060096827,positive
2025-12,galle,youtube,Wow&quot; 🎉get more dig more🎉,2025-12-03T18:48:40Z,0.7048129171864641,positive
2025-12,galle,youtube,🎉❤🎉sweet smart cool 😮😮yo,2025-12-03T18:48:19Z,0.7656694591143036,positive
2025-12,galle,youtube,"U should visit Srirangam, a city island in mid Tamil Nadu",2025-12-03T01:08:37Z,0.9234115863780896,positive
2025-12,galle,google_maps,Good food and service. Rooms are worth the price. Meals are also very worth the price and tasty,2025-12-04T04:11:14+00:00,0.9078175556710506,positive
2025-12,galle,google_maps,"We recently booked a trip to the Sinharaja Forest with this company, and the experience was truly outstanding.
The communication from the company was excellent from start to finish. Our driver was incredibly kind, attentive to all our requests, and drove exceptionally well and safely.
The guide in the forest was very observant, patient, showed us everything of interest, and even offered us homemade food, which was a lovely, personal touch.
On the way back, we stopped at a brilliant tea factory that was fascinating and very interesting. We appreciated that no one pressured us for a tip, but we were so satisfied with the service that we happily gave.
We would absolutely choose this company again for our next trip!",2025-12-02T02:31:04+00:00,1.0,positive
2025-12,galle,google_maps,"I visited the Maritime Museum for the first time and had a wonderful experience! The exhibits are fascinating and well-presented, giving a great insight into Sri Lanka’s rich maritime history. The displays are informative and easy to understand, and the staff are friendly and helpful. The atmosphere is calm, clean, and well-maintained, making it enjoyable to explore at your own pace. A must-visit spot for history lovers and anyone interested in the sea!",2025-12-10T15:21:07+00:00,0.9974688963848175,positive
2025-12,galle,google_maps,Beautiful relaxed location in the heart of Galle. Good breakfast with sea view and very friendly staff. ☀️🙂☀️,2025-12-05T08:32:08+00:00,1.0,positive
2025-12,galle,google_maps,The Holy Mass on Saturdays (5.30 p.m.) is wholly in English.,2025-12-14T00:48:28+00:00,0.8474382200117332,positive
2025-12,gampaha,google_maps,Its beautiful,2025-12-10T08:59:32+00:00,0.9918242933850685,positive
2025-12,gampaha,google_maps,Wow,2025-12-11T15:54:05+00:00,0.6775238445760072,neutral
2025-12,jaffna,youtube,"Ridiculous (அபத்தமானது ! இந்த பணத்திற்கு இந்தியாவில் <br>ஓரு brand-new  SUV CAR  வாங்கலாம்  , <br>இந்த டப்பா ஆட்டோவிற்கு 2 லட்சம் கொடுப்பதே அதிகம் ! <br>இப்படியான டப்பா வாகனங்களிலும் , motorbike , scooter  , இவைகள் விபத்திற்கு உள்ளாகுமாயின் !இல்படியானவற்றால் விபத்துக்களை தாக்குப்பிடிக்க முடியாது ! <br>எந்த வித பாதகாப்பம்சங்கள் எவையும் இல்லை ! <br>for example ( AIRBAG ABS  brake system , seatbelt , road sensor ,<br>எதுவும் இல்லை ! <br>மக்களே அவதானம் ! <br>வாகனம் வாங்குவதாக இருந்தாலோ பயணம் செய்வதாக இருத்தாலோ , <br>பாதுகாப்பான  முறையில் car ,minibus or bus , இவற்றில் பயணியுங்கள் நான் மேல் கூறிய சில பாதுகாப்பு அம்சங்கள்  செல்லும் வாகனத்தில் இருக்கின்றனவா என்று உறுதி செய்து விட்டு பயணத்தை மேற்கொள்ளுங்கள் ….<br>நன்றி 🙏🏼",2025-12-21T13:23:32Z,0.5401039197676665,neutral
2025-12,jaffna,youtube,❤️,2025-12-21T11:58:55Z,0.7521991304130073,positive
2025-12,jaffna,youtube,❤. Hi chandru,2025-12-20T08:18:48Z,0.7908400338654757,positive
2025-12,jaffna,youtube,சுப்பர்,2025-12-20T05:47:18Z,0.7578810449266677,positive
2025-12,jaffna,youtube,மிக அருமை நல்லது 🤔,2025-12-20T02:09:07Z,0.7472108925032117,positive
2025-12,jaffna,youtube,You always யாழ்ப்பாணம்,2025-12-19T16:17:49Z,0.9204971600983691,positive
2025-12,jaffna,youtube,Fuck too many  accidents,2025-12-19T15:38:40Z,0.8216371641657481,positive
2025-12,jaffna,youtube,Super 🎉,2025-12-19T13:46:25Z,0.7195402333560841,positive
2025-12,jaffna,youtube,Unqkku loosa,2025-12-19T13:39:05Z,0.7539618690736487,positive
2025-12,jaffna,youtube,It&#39;s in colombo already,2025-12-19T13:10:47Z,0.7399700024062327,positive
2025-12,kalutara,youtube,👍 honestly delightful,2025-12-21T00:23:07Z,0.8050740152379869,positive
2025-12,kalutara,youtube,<b>trimakasih sudah berbagi video yang menarik 👍😊❤️🔔</b>,2025-12-20T08:22:07Z,0.6923282079512993,neutral
2025-12,kalutara,youtube,¡Hola hermana! 😍 Acabo de ver tu video y me transportó completamente. La manera en que capturaste la esencia serena y el diseño único de Cinnamon Bentota es increíble. Ese atardecer en la playa... ¡qué paz! Me alegra muchísimo verte explorando y compartiendo tanta belleza. Tu contenido siempre tiene un toque especial y lleno de alma. ¡Sigue brillando así! Te mando un abrazo fuerte. ❤✨,2025-12-20T01:29:12Z,0.6695124376369219,neutral
2025-12,kalutara,youtube,오늘의 여행지도 기대 만땅하고 왔는데 너무 좋으네요  👍 <br>얼마 남지 않은 12월 마무리 잘 하세요~,2025-12-16T05:44:29Z,0.6762273402808521,neutral
2025-12,kalutara,youtube,"Masak. <a href=""https://www.youtube.com/watch?v=LZ8rQMsh0yo&amp;t=220"">3:40</a>",2025-12-13T00:04:33Z,0.923985411148748,positive
2025-12,kalutara,youtube,very nice,2025-12-07T03:16:40Z,0.9283821381232826,positive
2025-12,kalutara,youtube,"This place looks like a slice of paradise — the beachfront vibes, the food, the calm atmosphere… everything feels next-level relaxing. Made me want to pack a bag instantly. Amazing work capturing it all! 😊👍LIKE 82",2025-12-04T16:47:04Z,0.9632611145489438,positive
2025-12,kalutara,youtube,"Wow, this place looks like pure paradise! 🌴✨ The oceanfront suites, infinity pool, and golden sunsets are absolutely stunning 😍🌅 Such a perfect spot for a honeymoon, family trip, or just a peaceful escape. Thanks for the detailed review — definitely adding Cinnamon Bentota Beach to my travel list! 🏖️🌺",2025-12-01T10:43:02Z,0.9620799760795216,positive
2025-12,kalutara,google_maps,"visited Richmond Castle in Kalutara around mid-morning, which turned out to be the perfect time. The grounds were peaceful, with soft sunlight filtering through the trees, enhancing the beauty of the colonial architecture. This early 1900s mansion, once the home of a wealthy Sri Lankan philanthropist, is a stunning example of Indo-Saracenic design, with intricately carved woodwork, stained glass windows from Scotland, and a fascinating blend of Eastern and Western influences",2025-12-12T14:52:10+00:00,0.9923085934682743,positive
2025-12,kalutara,google_maps,"We visited Richmond Castle over the weekend, and it was a really interesting experience. You have to buy tickets at the entrance, and once you step inside, the architecture immediately catches your eye. The place has a unique charm and a lot of history behind it. If you enjoy old buildings and stories from the past, you’ll definitely find it worth the visit. The castle is quite old and a bit fragile, so you need to be careful when walking around. Overall, it’s a spot I’d say everyone should check out at least once.",2025-12-02T04:13:35+00:00,0.9968438564378963,positive
2025-12,kandy,youtube,Sri lanka ambuluwawa,2025-12-09T02:33:40Z,0.8474089031257284,positive
2025-12,kandy,youtube,What if wo Girgayi d😂😂😂😂 matlab bhai kaisa Marini tabte,2025-12-02T16:56:28Z,0.5943923450875448,neutral
2025-12,kandy,youtube,Yes easy,2025-12-01T04:57:45Z,0.9281716563005118,positive
2025-12,kandy,google_maps,"Sri Dalada Maligawa, located in the historic city of Kandy, is one of the most sacred and important religious sites in Sri Lanka. The temple is believed to house the Sacred Tooth Relic of Lord Buddha, making it a major pilgrimage destination for Buddhists from around the world. Every day, thousands of devotees visit the temple to offer prayers and experience its peaceful spiritual atmosphere.

The temple complex showcases beautiful Kandyan architecture, with detailed wood carvings, stone work, and traditional murals that reflect Sri Lanka’s rich cultural heritage. The surroundings are calm and well maintained, creating a serene environment despite the large number of visitors. The nearby Kandy Lake adds extra beauty to the area and is ideal for photography.

One of the most famous events held here is the annual Esala Perahera, a grand cultural procession featuring traditional dancers, drummers, fire performers, and beautifully decorated elephants. This event attracts both local and international tourists.

Sri Dalada Maligawa is not only a place of worship but also a symbol of Sri Lanka’s history, culture, and religious harmony. It is truly a must-visit destination for anyone visiting Kandy. 🌿📿",2025-12-15T14:18:45+00:00,1.0,positive
2025-12,kandy,google_maps,"this era Kandy was called as Senkadagala. This name came into being due to a Brahmin named Senkanda, who lived in a cave at Udawattakele during that era. During the Kandyan Kingdom, this forest area behind the palace was called Uda wasala watta or the 'Upper Palace Garden' frequented by the royalty and was out of bound to the people. Since the downfall of the Kandyan Kingdom in 1815, this forest area started to loose it's pristine condition due to wood cutting etc.

The condition of the forest deteriorated due to human activities and in 1856, the Government declared it as a Forest Reserve and later in 1938, it was made a sanctuary. The Kandy Lake gets it's water resourses mainly from this forest's catchment areas. This precious forest area supplies the much needed air purification activity to the Kandy city which is enclaved by several hills.",2025-12-02T12:03:32+00:00,0.7534802950056283,positive
2025-12,kandy,google_maps,"Uh...shouldn't the International Buddhist Museum mention the most influential Buddhist in the world (The Dalai Lama)? For someone who knows very little about Buddhism and was hoping for a thoughtful introduction, this was a disappointing experience. It's a haphazard collection that includes what appears to be a CCP-sponsored whitewashing of the Tibetan experience.",2025-12-11T11:48:05+00:00,0.6752959790495219,neutral
2025-12,kandy,google_maps,"Despite the first couple of galleries being a little anonymous, I found this museum to ""grow"" room after room. It offers a great panoramic on Buddhism worldwide and it's very informative.",2025-12-10T01:54:04+00:00,0.8871409028686852,positive
2025-12,matale,google_maps,Thanks bro nice work,2025-12-01T08:55:49+00:00,0.9922345484954531,positive
2025-12,nuwara_eliya,google_maps,"I like this place.This is a truly amazing place with a breathtaking view and a peaceful atmosphere. The garden is beautifully maintained, full of vibrant flowers and greenery, making it perfect for relaxing or taking memorable photos. It’s an ideal spot for couples to spend quality time together, enjoy nature, and create",2025-12-12T12:44:28+00:00,1.0,positive
2025-12,nuwara_eliya,google_maps,"Can visit this complex by visiting the hotel inside for a beverage/meal. If not, can't enter it as it's a private property. The landscaping work inside is pristine.
The houses were mostly empty/being renovated. Feels like entering a different world after going through the gates",2025-12-11T09:21:51+00:00,0.8375019877898693,positive
2025-12,nuwara_eliya,google_maps,"Nice place to visit and spend the time with family. Many activities are available inciding boat rides, horse riding and cycling. Hot food items are available in stalls located inside the park. The garden is well maintained. It's beautiful nature. Many many beautiful flowers in the garden.  Nice place",2025-12-12T09:39:48+00:00,1.0,positive
2025-12,polonnaruwa,google_maps,"I was there with my family on half board basis for two nights. Below are our firsthand experiences.
1. Don’t get lured by the outlook/profile photos & descriptions which are very old. This place has seen its better days.
2. Charges cannot be justified & it is way too high for that shoddy arrangement which they claim a 3-star hotel.
3. No responsible officer on the property to take care of the guests in case of emergency situation during after hours, let aside an operational front desk.
4. No telephone/ intercom system. Only an unconnected CDMA telephone was in the rooms. Only God knows how to communicate using that.
5. Cannot safely access dining area which is an open space, & you are compelled to brave all risks of security and weather in getting there.
6. All cutlery continued to be laid full time, even during the night till next day’s breakfast. Unsuspecting diners use those without knowing which rat or raccoon licked or rubbed their genitalia on those.
7. No loading/unloading area.
8. No disabled access.
9. No covered access to rooms. Hell on earth when raining.
10. Risk of flooding.
11. Only positive thing noted was food, that was acceptable, that too without knowing the kitchen condition and other practices followed.
12. All-in-all we would rate this place 1 in a scale of 5 if not 0.",2025-12-08T13:36:12+00:00,0.5700118382873054,neutral
2025-12,polonnaruwa,google_maps,"One of the best hotels I’ve stayed in. The environment was very calming and the staff was the best. Moreover, the food was superb, and super delicious. I highly recommend you the place and will surely visit next time.

- Thusitha Bandara -",2025-12-12T04:10:57+00:00,1.0,positive
2025-12,polonnaruwa,google_maps,Wonderful heritage place.must visit,2025-12-03T08:54:07+00:00,1.0,positive
2025-12,polonnaruwa,google_maps,"Visited nissanka latha mandala with my family
Beautfull good palatha",2025-12-12T17:31:57+00:00,0.9417463388605691,positive
2025-12,polonnaruwa,google_maps,Hi.........,2025-12-14T18:05:05+00:00,0.8306381149068209,positive
2025-12,trincomalee,google_maps,"Thirukoneswaram Kovil in Trincomalee, also known as the Temple of a Thousand Pillars, is one of the most revered Hindu temples in Sri Lanka and holds a prominent place in Ramayana legend. The temple is dedicated to Lord Shiva and is believed to be linked to Ravana and his devotion to Shiva. Thirukoneswaram is often referred to as the Dakshina Kailasa (Southern Kailash) and is revered for its spiritual energy and significance in Shaivism.

According to local lore, Ravana was a devout follower of Lord Shiva, and it’s said that he visited the Thirukoneswaram temple to offer prayers and seek blessings. The Yuddha Kanda of the Ramayana speaks of Ravana’s worship of Shiva, but it doesn’t specify the location. In Sri Lankan tradition, Thirukoneswaram is considered one of the places where Ravana’s deep devotion to Shiva was evident.

It is believed that Ravana installed a lingam (a representation of Shiva) at Thirukoneswaram as part of his devotion. According to Sri Lankan lore, he would come here to perform rituals and pray for strength, which was part of his effort to gain divine protection and powers. Some legends even suggest that he meditated here, hoping to obtain boons from Shiva to fortify his strength for battles.

Another legend holds that after defeating Ravana, Rama himself visited Thirukoneswaram to atone for the sin of killing Ravana, who, despite his wrongdoings, was a Brahmin and a devotee of Shiva. This belief aligns with the tradition that Rama traveled to several Shiva temples to cleanse himself of the “Brahmahatya dosha” (the sin of killing a Brahmin).",2025-12-14T17:34:56+00:00,0.925985440608152,positive
