month,district,source,text,created_at,sentiment_score,category
2025-12,colombo,google_maps,"Total waste of time. The casino is extremely small and filled with old, outdated slot machines. It looks like they purchase discarded machines from larger, well-known casinos whenever those places upgrade to newer cabinets. Overall, a very disappointing experience.",2025-12-07T17:02:46+00:00,0.0765927213075599,negative
2025-12,colombo,google_maps,"Good location, Friendly staff… One of the Best Casinos in Colombo.

Enjoyed a lot...",2025-12-05T07:14:41+00:00,0.9882763959924235,positive
2025-12,colombo,google_maps,"A racist, a scammer, and an abuser of power who forcibly detained me🤢

I am writing this complaint with great anger regarding what happened to me tonight (Dec 9, around 7:44 PM) at your Asian restaurant. I am a regular customer who has brought many friends here, but today I was treated like a criminal by your waiter Robin (photo attached).

1. Harassment and Detention

While I was eating, Robin kept aggressively demanding payment. I refused to give him cash at the table because he was acting so shady that I suspected he wanted to pocket the money himself.

Because I wouldn't pay him cash directly, he blocked me and refused to let me leave for 10 minutes. He only let me go downstairs to the cashier after I screamed that I would call the police.

2. Public Humiliation

This scene caused a huge commotion. Many other Chinese guests gathered to watch me being detained. This was incredibly humiliating and has damaged my reputation in front of my community.

3. The Scam

At the cashier, I handed over 10,000 LKR specifically to buy chips. Robin tricked the cashier into charging me 7,500 LKR for a buffet instead. I never agreed to this charge. I wanted chips. I was scammed.

4. Racism

I believe Robin targeted me specifically because I am Chinese. The manager on duty did nothing to help and covered up for him.

I demand a refund of my 7,500 LKR in chips and an investigation into Robin immediately.

If you do not fix this, I will post the full story of this racism and scam on all Chinese social media platforms. Please wait and see, the result will come very soon.

On top of that, Robin actually tried to physically snatch my payment receipt and my mobile phone from my hands. I felt genuinely threatened and scared.

Is this behavior allowed in your employee handbook? Snatching a proof of payment from a customer? Oh my god, this is absolutely insane.

I will definitely be filing a formal report about this to the Sri Lankan government authorities!!!!!!!!!!",2025-12-09T16:48:34+00:00,0.4270156035848516,neutral
2025-12,galle,google_maps,Good food and service. Rooms are worth the price. Meals are also very worth the price and tasty,2025-12-04T04:11:14+00:00,0.9078175556710506,positive
2025-12,galle,google_maps,"We recently booked a trip to the Sinharaja Forest with this company, and the experience was truly outstanding.
The communication from the company was excellent from start to finish. Our driver was incredibly kind, attentive to all our requests, and drove exceptionally well and safely.
The guide in the forest was very observant, patient, showed us everything of interest, and even offered us homemade food, which was a lovely, personal touch.
On the way back, we stopped at a brilliant tea factory that was fascinating and very interesting. We appreciated that no one pressured us for a tip, but we were so satisfied with the service that we happily gave.
We would absolutely choose this company again for our next trip!",2025-12-02T02:31:04+00:00,1.0,positive
2025-12,galle,google_maps,"I visited the Maritime Museum for the first time and had a wonderful experience! The exhibits are fascinating and well-presented, giving a great insight into Sri Lanka’s rich maritime history. The displays are informative and easy to understand, and the staff are friendly and helpful. The atmosphere is calm, clean, and well-maintained, making it enjoyable to explore at your own pace. A must-visit spot for history lovers and anyone interested in the sea!",2025-12-10T15:21:07+00:00,0.9974688963848175,positive
2025-12,galle,google_maps,Beautiful relaxed location in the heart of Galle. Good breakfast with sea view and very friendly staff. ☀️🙂☀️,2025-12-05T08:32:08+00:00,1.0,positive
2025-12,galle,google_maps,The Holy Mass on Saturdays (5.30 p.m.) is wholly in English.,2025-12-14T00:48:28+00:00,0.8474382200117332,positive
2025-12,gampaha,google_maps,Its beautiful,2025-12-10T08:59:32+00:00,0.9918242933850685,positive
2025-12,gampaha,google_maps,Wow,2025-12-11T15:54:05+00:00,0.6775238445760072,neutral
2025-12,jaffna,google_maps,"One of the best temples to truly experience the divine presence of Lord Murugan.
When the Pooja begins at 5:30 PM, it starts with traditional and devotional music that instantly elevates your spirit. For a few moments, you’ll feel as if you’ve stepped into heaven.
Just visit once and experience it yourself!",2025-12-09T14:34:54+00:00,1.0,positive
2025-12,jaffna,google_maps,,2025-12-19T14:53:18+00:00,0.7330157570626972,positive
2025-12,kalutara,google_maps,"visited Richmond Castle in Kalutara around mid-morning, which turned out to be the perfect time. The grounds were peaceful, with soft sunlight filtering through the trees, enhancing the beauty of the colonial architecture. This early 1900s mansion, once the home of a wealthy Sri Lankan philanthropist, is a stunning example of Indo-Saracenic design, with intricately carved woodwork, stained glass windows from Scotland, and a fascinating blend of Eastern and Western influences",2025-12-12T14:52:10+00:00,0.9923085934682743,positive
2025-12,kalutara,google_maps,"We visited Richmond Castle over the weekend, and it was a really interesting experience. You have to buy tickets at the entrance, and once you step inside, the architecture immediately catches your eye. The place has a unique charm and a lot of history behind it. If you enjoy old buildings and stories from the past, you’ll definitely find it worth the visit. The castle is quite old and a bit fragile, so you need to be careful when walking around. Overall, it’s a spot I’d say everyone should check out at least once.",2025-12-02T04:13:35+00:00,0.9968438564378963,positive
2025-12,kalutara,google_maps,"Visiting Kalutara Bodhiya was a peaceful and memorable experience. This sacred place has a calm and spiritual atmosphere that makes you feel relaxed the moment you enter the premises. The area is very well maintained, and the surrounding environment feels clean, serene, and welcoming to anyone seeking a quiet moment for prayer or reflection. The stupa itself is beautiful and impressive, and the fact that it is located so close to the river adds to the charm and uniqueness of the site.

One thing I really appreciated was how organized everything was. There are clear pathways, proper places to offer flowers, and volunteers who help guide visitors respectfully. Even when the crowd gets a little busy, it still manages to maintain a peaceful ambiance. The large Bo tree area is especially calming, with the soft sound of the wind and bells creating a soothing spiritual feeling.

Parking is generally convenient, and there are small shops nearby where you can buy flowers and other offerings at reasonable prices. I also noticed that the environment is kept clean, which makes the overall experience even better. Whether you are visiting for religious purposes or just to enjoy a bit of quiet time, Kalutara Bodhiya is definitely worth the stop. It’s a place that gives you both mental peace and a beautiful cultural experience.",2025-12-01T07:33:57+00:00,1.0,positive
2025-12,kalutara,google_maps,Kalutara bodhiya is one of my favorite places to visit Everytime I come to the Area. Temple is easily accessible and plenty of parking available separately. (You need to walk over the Mahanama Bridge though) Dagaba is one of a kind design in Sri Lankan Engineering.,2025-12-10T14:30:04+00:00,1.0,positive
2025-12,kalutara,google_maps,,2025-12-17T14:39:54+00:00,0.7330157570626972,positive
2025-12,kandy,google_maps,"Sri Dalada Maligawa, located in the historic city of Kandy, is one of the most sacred and important religious sites in Sri Lanka. The temple is believed to house the Sacred Tooth Relic of Lord Buddha, making it a major pilgrimage destination for Buddhists from around the world. Every day, thousands of devotees visit the temple to offer prayers and experience its peaceful spiritual atmosphere.

The temple complex showcases beautiful Kandyan architecture, with detailed wood carvings, stone work, and traditional murals that reflect Sri Lanka’s rich cultural heritage. The surroundings are calm and well maintained, creating a serene environment despite the large number of visitors. The nearby Kandy Lake adds extra beauty to the area and is ideal for photography.

One of the most famous events held here is the annual Esala Perahera, a grand cultural procession featuring traditional dancers, drummers, fire performers, and beautifully decorated elephants. This event attracts both local and international tourists.

Sri Dalada Maligawa is not only a place of worship but also a symbol of Sri Lanka’s history, culture, and religious harmony. It is truly a must-visit destination for anyone visiting Kandy. 🌿📿",2025-12-15T14:18:45+00:00,1.0,positive
2025-12,kandy,google_maps,"this era Kandy was called as Senkadagala. This name came into being due to a Brahmin named Senkanda, who lived in a cave at Udawattakele during that era. During the Kandyan Kingdom, this forest area behind the palace was called Uda wasala watta or the 'Upper Palace Garden' frequented by the royalty and was out of bound to the people. Since the downfall of the Kandyan Kingdom in 1815, this forest area started to loose it's pristine condition due to wood cutting etc.

The condition of the forest deteriorated due to human activities and in 1856, the Government declared it as a Forest Reserve and later in 1938, it was made a sanctuary. The Kandy Lake gets it's water resourses mainly from this forest's catchment areas. This precious forest area supplies the much needed air purification activity to the Kandy city which is enclaved by several hills.",2025-12-02T12:03:32+00:00,0.7534802950056283,positive
2025-12,kandy,google_maps,"Uh...shouldn't the International Buddhist Museum mention the most influential Buddhist in the world (The Dalai Lama)? For someone who knows very little about Buddhism and was hoping for a thoughtful introduction, this was a disappointing experience. It's a haphazard collection that includes what appears to be a CCP-sponsored whitewashing of the Tibetan experience.",2025-12-11T11:48:05+00:00,0.6752959790495219,neutral
2025-12,kandy,google_maps,"Despite the first couple of galleries being a little anonymous, I found this museum to ""grow"" room after room. It offers a great panoramic on Buddhism worldwide and it's very informative.",2025-12-10T01:54:04+00:00,0.8871409028686852,positive
2025-12,matale,google_maps,Thanks bro nice work,2025-12-01T08:55:49+00:00,0.9922345484954531,positive
2025-12,nuwara_eliya,google_maps,"I like this place.This is a truly amazing place with a breathtaking view and a peaceful atmosphere. The garden is beautifully maintained, full of vibrant flowers and greenery, making it perfect for relaxing or taking memorable photos. It’s an ideal spot for couples to spend quality time together, enjoy nature, and create",2025-12-12T12:44:28+00:00,1.0,positive
2025-12,nuwara_eliya,google_maps,"Can visit this complex by visiting the hotel inside for a beverage/meal. If not, can't enter it as it's a private property. The landscaping work inside is pristine.
The houses were mostly empty/being renovated. Feels like entering a different world after going through the gates",2025-12-11T09:21:51+00:00,0.8375019877898693,positive
2025-12,nuwara_eliya,google_maps,"Nice place to visit and spend the time with family. Many activities are available inciding boat rides, horse riding and cycling. Hot food items are available in stalls located inside the park. The garden is well maintained. It's beautiful nature. Many many beautiful flowers in the garden.  Nice place",2025-12-12T09:39:48+00:00,1.0,positive
2025-12,polonnaruwa,google_maps,"I was there with my family on half board basis for two nights. Below are our firsthand experiences.
1. Don’t get lured by the outlook/profile photos & descriptions which are very old. This place has seen its better days.
2. Charges cannot be justified & it is way too high for that shoddy arrangement which they claim a 3-star hotel.
3. No responsible officer on the property to take care of the guests in case of emergency situation during after hours, let aside an operational front desk.
4. No telephone/ intercom system. Only an unconnected CDMA telephone was in the rooms. Only God knows how to communicate using that.
5. Cannot safely access dining area which is an open space, & you are compelled to brave all risks of security and weather in getting there.
6. All cutlery continued to be laid full time, even during the night till next day’s breakfast. Unsuspecting diners use those without knowing which rat or raccoon licked or rubbed their genitalia on those.
7. No loading/unloading area.
8. No disabled access.
9. No covered access to rooms. Hell on earth when raining.
10. Risk of flooding.
11. Only positive thing noted was food, that was acceptable, that too without knowing the kitchen condition and other practices followed.
12. All-in-all we would rate this place 1 in a scale of 5 if not 0.",2025-12-08T13:36:12+00:00,0.5700118382873054,neutral
2025-12,polonnaruwa,google_maps,"One of the best hotels I’ve stayed in. The environment was very calming and the staff was the best. Moreover, the food was superb, and super delicious. I highly recommend you the place and will surely visit next time.

- Thusitha Bandara -",2025-12-12T04:10:57+00:00,1.0,positive
2025-12,polonnaruwa,google_maps,Wonderful heritage place.must visit,2025-12-03T08:54:07+00:00,1.0,positive
2025-12,polonnaruwa,google_maps,"Visited nissanka latha mandala with my family
Beautfull good palatha",2025-12-12T17:31:57+00:00,0.9417463388605691,positive
2025-12,polonnaruwa,google_maps,Hi.........,2025-12-14T18:05:05+00:00,0.8306381149068209,positive
2025-12,trincomalee,google_maps,"Thirukoneswaram Kovil in Trincomalee, also known as the Temple of a Thousand Pillars, is one of the most revered Hindu temples in Sri Lanka and holds a prominent place in Ramayana legend. The temple is dedicated to Lord Shiva and is believed to be linked to Ravana and his devotion to Shiva. Thirukoneswaram is often referred to as the Dakshina Kailasa (Southern Kailash) and is revered for its spiritual energy and significance in Shaivism.

According to local lore, Ravana was a devout follower of Lord Shiva, and it’s said that he visited the Thirukoneswaram temple to offer prayers and seek blessings. The Yuddha Kanda of the Ramayana speaks of Ravana’s worship of Shiva, but it doesn’t specify the location. In Sri Lankan tradition, Thirukoneswaram is considered one of the places where Ravana’s deep devotion to Shiva was evident.

It is believed that Ravana installed a lingam (a representation of Shiva) at Thirukoneswaram as part of his devotion. According to Sri Lankan lore, he would come here to perform rituals and pray for strength, which was part of his effort to gain divine protection and powers. Some legends even suggest that he meditated here, hoping to obtain boons from Shiva to fortify his strength for battles.

Another legend holds that after defeating Ravana, Rama himself visited Thirukoneswaram to atone for the sin of killing Ravana, who, despite his wrongdoings, was a Brahmin and a devotee of Shiva. This belief aligns with the tradition that Rama traveled to several Shiva temples to cleanse himself of the “Brahmahatya dosha” (the sin of killing a Brahmin).",2025-12-14T17:34:56+00:00,0.925985440608152,positive
